8325.320827270984	750	4.0	0.2036042937975739	450283	203.604293798	-0.1254984633295677
8325.431527134335	300	7.88930013664774	0.0	155580	110.699863352	-0.15000000000000002
8325.580751202097	750	11.740076068886246	0.0	350812	149.224067761	0.3
8325.844910127858	1850	15.475917143124942	0.0	933276	264.158925761	0.75
8326.365548475062	4300	18.955278795921288	0.0	2233056	520.638347204	1.8499999999999996
8326.817499861432	4300	22.50332740955099	0.0	1941625	451.95138637	4.3
8327.286468300514	4300	26.034358970469988	0.0	2157535	468.968439081	4.3
8327.779349031563	4300	29.541478239419497	0.0	2290172	492.88073105	4.3
8328.215731286899	4300	33.105095984084066	0.0	2055469	436.382255335	4.3
8328.667653424525	4300	36.65317384645862	0.0	2169201	451.922137625	4.3
8329.116443225497	4300	40.20438404548556	0.0	2173522	448.789800973	4.3
8329.490729634648	4300	43.83009763633412	0.0	2102452	374.286409151	4.3
8329.879994689178	4300	47.44083258180591	0.0	2209463	389.265054528	4.3
8330.278485780775	4300	51.04234149020936	0.0	2275376	398.491091597	4.3
8330.619983013532	4300	54.70084425745202	0.0	2005399	341.497232757	4.3
8330.97496780701	4300	58.34585946397569	0.0	2152483	354.984793476	4.3
8332.115739005718	4300	59.973346279532414	0.0	2289689	372.513184443	4.3
8332.543607031686	4300	59.60354127368025	0.0	2059512	369.80500585217067	4.3
8333.94773729578	4300	59.64050765169234	0.0	2220726	463.033621988	4.3
8335.166410994318	4300	59.961719123476584	0.0	2156729	678.7885282157541	4.3
8336.490501369995	4300	59.529116520798276	0.0	2039773	432.602602678	4.3
8337.548071043506	4300	59.65657557054263	0.0	2176469	372.5409502556512	4.3
8338.538172834014	4300	59.96353903691597	0.0	2221506	693.0365336266647	4.3
8339.471262940006	4300	59.606026612360616	0.0	2044075	357.512424555	4.3
8340.627251081058	4300	59.52582138255376	0.0	2186790	580.2052298068527	4.3
8341.48515724435	4300	59.59475975652886	0.0	2105231	431.061626025	4.3
8342.139715661042	4300	59.6909028168172	0.0	2395588	403.856939712	4.3
8343.18578013568	4300	59.50322131798816	0.0	1972048	687.681498829	4.3
8343.966668587778	4300	59.501968579843584	0.0	2134614	501.252738145	4.3
8344.925004025266	4300	59.622618718076275	0.0	2164140	879.3498617673126	4.3
8346.429926860277	4300	59.869650088431975	0.0	2113193	752.968629644	4.3
8347.995810029255	4300	59.922685606625734	0.0	2147852	946.9644818062478	4.3
8349.519263354056	4300	59.929918287811425	0.0	2191074	992.7673188143118	4.3
8351.234100307376	4300	59.797842814143856	0.0	2286761	1132.0754736675642	4.3
8352.40088276768	4300	59.71633232381872	0.0	2307787	581.5104903251348	4.3
8353.77013583814	4300	59.5343417735784	0.0	2143948	681.9905502403265	4.3
8354.9131325121	4300	59.516474696708705	0.0	1919781	517.8670768696888	4.3
8355.507479117816	4300	59.99136619239507	0.0	2147467	525.1085043136311	4.3
8356.244742523158	4300	59.61785354042442	0.0	2133870	373.512651971	4.3
8356.968606914552	4300	59.897796721415226	0.0	2146120	720.056819009195	4.3
8358.291419905292	4300	59.94829401223556	0.0	2108491	449.50270918	4.3
8359.43173477388	4300	59.52429171872334	0.0	2184571	924.0022935122157	4.3
8362.037823953902	4300	59.78990341624939	0.0	2121928	1734.388302473954	4.3
8362.75845827312	4300	59.575436695414496	0.0	2219102	714.4667208348897	4.3
8364.07909972818	4300	59.87819976707557	0.0	2124950	697.236928339	4.3
8365.745209774639	4300	59.56634700720769	0.0	2246506	811.852759867884	4.3
8366.743556624942	4300	59.95480222535059	0.0	1961140	611.5447818570975	4.3
8368.031269642997	4300	59.96434675054636	0.0	2155012	990.4554748042261	4.3

